date,areaCode,serviceCode,totalNearStore,totalStore,avgNearMonth,nearSales,numberOfNearSales,avgMonth,numberOfSales,totalPeople,totalNearPeople,totalBizman,totalNearBizman,totalLivingPeople,avgIncome,avgOutcome,avgNearIcome,avgNearOutcome,totalFacility,totalNearFacility,sales,divide
201606.0,12156.0,CS100001,165.0,10.0,7741.0,11039868.13939394,62789.0,328.0,5429.0,5554.0,3037,11759,11759,1835.0,355.0,381652145.0,655,14303088053,11759,100,-0.10833636341530324,Not_Good
201606.0,12157.0,CS100001,183.0,9.0,9699.0,19464216.103825133,111413.0,430.0,4772.0,10326.0,4758,14854,14854,789.0,375.0,130795273.0,1654,9174606390,14854,174,-0.042428747036027684,Not_Good
201606.0,12159.0,CS100001,184.0,5.0,10385.0,17998591.739130434,117786.0,360.0,4732.0,5811.0,4797,13636,13636,2104.0,666.0,461109662.0,602,16698142477,13636,209,0.25400881235468037,Good
201606.0,12161.0,CS100001,18.0,6.0,1004.0,19754233.0,8385.0,92.0,1305.0,1435.0,1984,2498,2498,360.0,633.0,152794107.0,1075,3765770151,2498,52,-0.6469466407039277,Not_Good
201606.0,12165.0,CS100001,166.0,10.0,9312.0,10330397.06626506,55392.0,482.0,8115.0,5814.0,3721,10654,10654,644.0,6485.0,522195271.0,1770,9091405192,10654,115,0.14638391336046871,Good
201606.0,12166.0,CS100001,188.0,24.0,11406.0,10635976.44148936,67899.0,1655.0,11936.0,7398.0,3482,12951,12951,771.0,341.0,223167667.0,1679,10830389598,12951,157,-0.13722057767201495,Not_Good
201606.0,12167.0,CS100001,67.0,5.0,3831.0,12782556.104477612,30043.0,335.0,1391.0,4729.0,3099,6291,6291,465.0,556.0,135140476.0,991,8413053999,6291,125,-0.3679230873992989,Not_Good
201606.0,12168.0,CS100001,196.0,27.0,9578.0,8902711.75,68259.0,1037.0,10354.0,3523.0,2595,12559,12559,1935.0,304.0,608428087.0,815,12965618637,12559,145,-0.5386554878686952,Not_Good
201606.0,12169.0,CS100001,171.0,25.0,10474.0,11421143.92982456,65402.0,1461.0,7052.0,6755.0,3783,12313,12313,922.0,580.0,276976534.0,1767,9413556028,12313,151,-0.5258533473151789,Not_Good
201606.0,12171.0,CS100001,161.0,8.0,8733.0,11115341.633540373,109866.0,502.0,4482.0,9679.0,3294,12887,12887,375.0,419.0,110504929.0,387,8106934926,12887,85,-0.38049181300716156,Not_Good
201606.0,12172.0,CS100001,78.0,2.0,5007.0,12119780.666666664,34228.0,15.0,838.0,4359.0,2949,6277,6277,49.0,0.0,0.0,1030,8152669686,6277,106,-0.6535365525452386,Not_Good
201606.0,12175.0,CS100001,184.0,18.0,9588.0,10317648.157608695,63414.0,717.0,5907.0,4517.0,3472,12160,12160,1572.0,1124.0,483436811.0,1725,10518553630,12160,137,-0.6625247018378906,Not_Good
201606.0,12176.0,CS100001,160.0,7.0,9427.0,10750200.39375,59240.0,375.0,830.0,8061.0,3334,9369,9369,182.0,208.0,20129893.0,1317,8212115282,9369,118,-0.8060630104880915,Not_Good
201606.0,12178.0,CS100001,222.0,21.0,13824.0,11545140.527027028,82509.0,1431.0,10272.0,3562.0,3081,15219,15219,2842.0,903.0,1085964743.0,1061,13176876416,15219,165,-0.3705600703644203,Not_Good
201606.0,12181.0,CS100001,168.0,12.0,8071.0,8829800.208333334,56961.0,422.0,2543.0,2308.0,2474,8555,8555,1458.0,4067.0,673495838.0,827,10348396738,8555,121,-0.7710907849806,Not_Good
